N_bulk,Avg_bulk,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,FCC,HCP,ICOS,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+
147,12.381,0,0,0,0,0,0,0,0,0,0,0,8,86,43,9,1,0,0,0,0,0,5,25,0,12,5.0136,11,15,15,11,21,11,11,14,17,6,5,4,6,0,0,0,0,0,0,0,0,0
151,12.404,0,0,0,0,0,0,0,0,0,0,0,3,89,54,5,0,0,0,0,0,0,30,33,0,7,9.6358,0,3,1,3,4,5,6,9,16,13,15,22,39,14,1,0,0,0,0,0,0,0
149,12.3826,0,0,0,0,0,0,0,0,0,0,0,1,95,48,5,0,0,0,0,0,0,27,32,0,0,11.0134,0,0,1,1,2,2,2,6,2,9,9,19,80,16,0,0,0,0,0,0,0,0
146,12.2945,0,0,0,0,0,0,0,0,0,0,0,0,105,39,2,0,0,0,0,0,0,84,0,0,0,12.2397,0,0,0,0,0,0,0,0,1,0,1,0,105,37,2,0,0,0,0,0,0,0
156,12.4103,0,0,0,0,0,0,0,0,0,0,0,7,87,53,9,0,0,0,0,0,0,8,29,1,12,6.6731,9,8,9,9,11,14,11,16,19,12,7,10,17,4,0,0,0,0,0,0,0,0
146,12.3082,0,0,0,0,0,0,0,0,0,0,0,0,104,39,3,0,0,0,0,0,0,87,0,0,0,12.2329,0,0,0,0,0,0,0,0,0,0,0,2,109,34,1,0,0,0,0,0,0,0
158,12.4747,0,0,0,0,0,0,0,0,0,0,0,3,84,64,7,0,0,0,0,0,0,25,18,0,1,10.8924,0,0,1,1,0,1,0,7,12,13,14,24,62,21,2,0,0,0,0,0,0,0
156,12.391,0,0,0,0,0,0,0,0,0,0,0,7,87,57,4,1,0,0,0,0,0,11,25,1,6,5.4423,12,9,11,16,20,13,16,12,18,11,5,4,9,0,0,0,0,0,0,0,0,0
154,12.2792,0,0,0,0,0,0,0,0,0,0,0,2,111,37,4,0,0,0,0,0,0,83,1,0,0,11.6753,1,2,0,0,0,0,1,1,2,4,4,7,103,28,1,0,0,0,0,0,0,0
172,12.4012,0,0,0,0,0,0,0,0,0,0,0,5,106,48,13,0,0,0,0,0,0,16,29,0,9,6.1686,9,17,14,11,12,9,7,17,29,14,10,6,16,1,0,0,0,0,0,0,0,0
173,12.3237,0,0,0,0,0,0,0,0,0,0,0,4,114,51,3,1,0,0,0,0,0,55,37,0,0,11.2659,0,1,0,3,0,2,3,2,3,3,13,27,90,25,1,0,0,0,0,0,0,0
169,12.1893,0,0,0,0,0,0,0,0,0,0,0,3,133,31,2,0,0,0,0,0,0,73,16,0,0,11.0237,1,1,0,0,2,2,3,5,2,6,11,32,93,11,0,0,0,0,0,0,0,0
173,12.1734,0,0,0,0,0,0,0,0,0,0,0,0,143,30,0,0,0,0,0,0,0,49,49,0,6,10.8439,0,2,1,1,4,0,0,5,21,8,1,11,100,19,0,0,0,0,0,0,0,0
176,12.2841,0,0,0,0,0,0,0,0,0,0,0,1,129,41,5,0,0,0,0,0,0,50,41,0,4,10.8864,0,2,3,0,1,0,1,3,20,2,11,22,97,13,1,0,0,0,0,0,0,0
160,12.2812,0,0,0,0,0,0,0,0,0,0,0,1,120,32,7,0,0,0,0,0,0,58,35,0,0,11.5188,0,0,1,1,0,0,0,2,1,9,6,20,106,13,1,0,0,0,0,0,0,0
184,12.1522,0,0,0,0,0,0,0,0,0,0,0,3,151,29,1,0,0,0,0,0,0,107,8,0,0,11.8152,0,0,0,0,0,0,0,2,2,5,3,17,133,22,0,0,0,0,0,0,0,0
192,12.1354,0,0,0,0,0,0,0,0,0,0,0,1,166,23,2,0,0,0,0,0,0,85,49,0,4,10.9635,0,2,5,0,0,1,0,2,27,1,2,8,132,11,1,0,0,0,0,0,0,0
180,12.1556,0,0,0,0,0,0,0,0,0,0,0,0,154,24,2,0,0,0,0,0,0,73,53,0,5,10.8333,1,1,3,0,1,2,3,1,20,6,6,13,112,11,0,0,0,0,0,0,0,0
190,12.1474,0,0,0,0,0,0,0,0,0,0,0,2,159,28,1,0,0,0,0,0,0,100,18,0,0,11.6211,0,0,0,0,1,0,0,0,3,6,13,26,123,18,0,0,0,0,0,0,0,0
187,12.3316,0,0,0,0,0,0,0,0,0,0,0,1,126,57,3,0,0,0,0,0,0,47,38,0,3,10.9358,0,0,2,2,0,3,2,4,21,4,11,22,85,30,1,0,0,0,0,0,0,0
191,12.2304,0,0,0,0,0,0,0,0,0,0,0,0,147,44,0,0,0,0,0,0,0,86,25,0,0,11.9948,0,0,0,0,0,1,0,0,1,1,4,9,145,30,0,0,0,0,0,0,0,0
201,12.1045,0,0,0,0,0,0,0,0,0,0,0,0,181,19,1,0,0,0,0,0,0,154,0,0,0,12.0796,0,0,0,0,0,0,0,0,0,0,0,4,178,18,1,0,0,0,0,0,0,0
200,12.28,0,0,0,0,0,0,0,0,0,0,1,12,124,56,7,0,0,0,0,0,0,32,43,0,7,9.025,1,5,8,5,8,1,6,16,31,14,22,15,60,7,1,0,0,0,0,0,0,0
201,12.2189,0,0,0,0,0,0,0,0,0,0,0,1,160,35,5,0,0,0,0,0,0,31,78,0,0,11.2836,2,0,0,2,3,0,0,4,1,4,14,27,132,11,1,0,0,0,0,0,0,0
201,12.2985,0,0,0,0,0,0,0,0,0,0,0,8,130,58,5,0,0,0,0,0,0,73,15,0,0,11.4129,0,1,0,0,0,1,1,7,7,8,9,26,106,33,2,0,0,0,0,0,0,0
207,12.1546,0,0,0,0,0,0,0,0,0,0,0,0,175,32,0,0,0,0,0,0,0,126,26,0,0,11.9372,0,0,0,0,0,0,0,0,0,2,8,14,160,23,0,0,0,0,0,0,0,0
200,12.265,0,0,0,0,0,0,0,0,0,0,0,3,144,50,3,0,0,0,0,0,0,61,41,0,0,10.975,0,0,0,0,4,4,2,7,8,9,13,30,107,15,1,0,0,0,0,0,0,0
187,12.4118,0,0,0,0,0,0,0,0,0,0,0,2,113,65,7,0,0,0,0,0,0,44,44,0,6,10.246,3,1,5,1,2,3,6,2,23,10,12,19,76,22,2,0,0,0,0,0,0,0
211,12.2512,0,0,0,0,0,0,0,0,0,0,0,1,158,50,2,0,0,0,0,0,0,106,21,0,0,11.8673,0,0,0,0,0,0,0,2,2,6,5,13,153,29,1,0,0,0,0,0,0,0
